pmid,pmc,title,journal,doi,issn,publisher
19682976.0,,Structure of the Enterococcus faecalis EIIA(gnt) PTS component.,Biochem Biophys Res Commun,10.1016/j.bbrc.2009.08.054,1090-2104,Elsevier BV
15647261.0,,The role of the hinge loop in domain swapping. The special case of bovine seminal ribonuclease.,J Biol Chem,10.1074/jbc.M413157200,0021-9258,Elsevier BV
33214250.0,,Architecture of the photosynthetic complex from a green sulfur bacterium.,Science,10.1126/science.abb6350,1095-9203,American Association for the Advancement of Science (AAAS)
16397890.0,,Modeling and simulations of a bacterial outer membrane protein: OprF from Pseudomonas aeruginosa.,Proteins,10.1002/prot.20845,1097-0134,Wiley
25007185.0,4090178.0,Structural and biochemical characterization of human PR70 in isolation and in complex with the scaffolding subunit of protein phosphatase 2A.,PLoS One,10.1371/journal.pone.0101846,1932-6203,Public Library of Science (PLoS)
26178410.0,,Protein-protein association rates captured in a single geometric parameter.,Proteins,10.1002/prot.24860,1097-0134,Wiley
11925213.0,,"Investigation of the binding of epimer A of the covalent hydrate of 6,7-bis(trifluoromethyl)-8-D-ribityllumazine to a recombinant F22W Bacillus subtilis lumazine synthase mutant by (15)N[(19)F] REDOR NMR.",J Org Chem,10.1021/jo010920f,0022-3263,American Chemical Society (ACS)
12784220.0,,Crystal structure of the type II 3-dehydroquinase from Helicobacter pylori.,Proteins,10.1002/prot.10415,1097-0134,Wiley
23989147.0,3758147.0,Crystallization studies of the keratin-like domain from Arabidopsis thaliana SEPALLATA 3.,Acta Crystallogr Sect F Struct Biol Cryst Commun,10.1107/S174430911302006X,1744-3091,International Union of Crystallography (IUCr)
27428887.0,5058619.0,Fluorescence correlation spectroscopy as a sensitive and useful tool for revealing potential overlaps between the epitopes of monoclonal antibodies on viral particles.,MAbs,10.1080/19420862.2016.1212148,1942-0870,Informa UK Limited
17401196.0,2330203.0,Crystallization and preliminary X-ray crystallographic analysis of the heterodimeric crotoxin complex and the isolated subunits crotapotin and phospholipase A2.,Acta Crystallogr Sect F Struct Biol Cryst Commun,10.1107/S1744309107006719,1744-3091,International Union of Crystallography (IUCr)
27369768.0,5004899.0,Architecture of the caveolar coat complex.,J Cell Sci,10.1242/jcs.191262,1477-9137,The Company of Biologists
27701776.0,,"pyDock scoring for the new modeling challenges in docking: Protein-peptide, homo-multimers, and domain-domain interactions.",Proteins,10.1002/prot.25184,1097-0134,Wiley
11371633.0,33415.0,"The structures of anthranilate synthase of Serratia marcescens crystallized in the presence of (i) its substrates, chorismate and glutamine, and a product, glutamate, and (ii) its end-product inhibitor, L-tryptophan.",Proc Natl Acad Sci U S A,10.1073/pnas.111150298,0027-8424,Proceedings of the National Academy of Sciences
23159127.0,,A structure-based strategy for epitope discovery in Burkholderia pseudomallei OppA antigen.,Structure,10.1016/j.str.2012.10.005,1878-4186,Elsevier BV
23212797.0,3568658.0,"Geometric modeling of subcellular structures, organelles, and multiprotein complexes.",Int J Numer Method Biomed Eng,10.1002/cnm.2532,2040-7947,Wiley
34942097.0,,Caging NLRP3 tames inflammasome activity.,Cell,10.1016/j.cell.2021.11.035,1097-4172,Elsevier BV
15665872.0,,Structure of the p115RhoGEF rgRGS domain-Galpha13/i1 chimera complex suggests convergent evolution of a GTPase activator.,Nat Struct Mol Biol,10.1038/nsmb888,1545-9993,Springer Science and Business Media LLC
19043415.0,4689322.0,Structural insights into RNA recognition by the alternative-splicing regulator muscleblind-like MBNL1.,Nat Struct Mol Biol,10.1038/nsmb.1519,1545-9985,Springer Science and Business Media LLC
12782639.0,,Mutant alpha-latrotoxin (LTXN4C) does not form pores and causes secretion by receptor stimulation: this action does not require neurexins.,J Biol Chem,10.1074/jbc.M210395200,0021-9258,Elsevier BV
17581881.0,2040882.0,Structures of the thermophilic F1-ATPase epsilon subunit suggesting ATP-regulated arm motion of its C-terminal domain in F1.,Proc Natl Acad Sci U S A,10.1073/pnas.0701045104,0027-8424,Proceedings of the National Academy of Sciences
22139156.0,3232129.0,Structure of the H107R variant of the extracellular domain of mouse NKR-P1A at 2.3 Å resolution.,Acta Crystallogr Sect F Struct Biol Cryst Commun,10.1107/S1744309111046203,1744-3091,International Union of Crystallography (IUCr)
27159829.0,4945499.0,Structural analysis of nested neutralizing and non-neutralizing B cell epitopes on ricin toxin's enzymatic subunit.,Proteins,10.1002/prot.25062,1097-0134,Wiley
19625247.0,2785373.0,Solution structure of an ABC collagen heterotrimer reveals a single-register helix stabilized by electrostatic interactions.,J Biol Chem,10.1074/jbc.M109.014753,1083-351X,Elsevier BV
34158536.0,8219831.0,Native mass spectrometry analyses of chaperonin complex TRiC/CCT reveal subunit N-terminal processing and re-association patterns.,Sci Rep,10.1038/s41598-021-91086-6,2045-2322,Springer Science and Business Media LLC
31391518.0,6685948.0,Exit tunnel modulation as resistance mechanism of S. aureus erythromycin resistant mutant.,Sci Rep,10.1038/s41598-019-48019-1,2045-2322,Springer Science and Business Media LLC
20156447.0,,Crystal structure of the electron carrier domain of the reaction center cytochrome c(z) subunit from green photosynthetic bacterium Chlorobium tepidum.,J Mol Biol,10.1016/j.jmb.2010.02.011,1089-8638,Elsevier BV
21636902.0,3107133.0,Structure of human R-state aquomethemoglobin at 2.0 Å resolution.,Acta Crystallogr Sect F Struct Biol Cryst Commun,10.1107/S1744309111012528,1744-3091,International Union of Crystallography (IUCr)
38998944.0,11242942.0,Insights into Actin Isoform-Specific Interactions with Myosin via Computational Analysis.,Molecules,10.3390/molecules29132992,1420-3049,MDPI AG
23584587.0,,Structure of a bacterial energy-coupling factor transporter.,Nature,10.1038/nature12045,1476-4687,Springer Science and Business Media LLC
20463071.0,2898261.0,The T=1 capsid protein of Penicillium chrysogenum virus is formed by a repeated helix-rich core indicative of gene duplication.,J Virol,10.1128/JVI.00432-10,1098-5514,American Society for Microbiology
39152100.0,11329760.0,De novo design of miniprotein antagonists of cytokine storm inducers.,Nat Commun,10.1038/s41467-024-50919-4,2041-1723,Springer Science and Business Media LLC
31767763.0,6911244.0,Architecture and modular assembly of Sulfolobus S-layers revealed by electron cryotomography.,Proc Natl Acad Sci U S A,10.1073/pnas.1911262116,1091-6490,Proceedings of the National Academy of Sciences
16511296.0,2197184.0,Structure of the conserved hypothetical protein MAL13P1.257 from Plasmodium falciparum.,Acta Crystallogr Sect F Struct Biol Cryst Commun,10.1107/S1744309106005847,1744-3091,International Union of Crystallography (IUCr)
18850720.0,,Structure of the stress response protein DR1199 from Deinococcus radiodurans: a member of the DJ-1 superfamily.,Biochemistry,10.1021/bi800882v,1520-4995,American Chemical Society (ACS)
28223499.0,5347617.0,Two-metal versus one-metal mechanisms of lysine adenylylation by ATP-dependent and NAD<sup>+</sup>-dependent polynucleotide ligases.,Proc Natl Acad Sci U S A,10.1073/pnas.1619220114,1091-6490,Proceedings of the National Academy of Sciences
28972175.0,5733585.0,Structural insights into GDP-mediated regulation of a bacterial acyl-CoA thioesterase.,J Biol Chem,10.1074/jbc.M117.800227,1083-351X,Elsevier BV
22198464.0,3252401.0,A metal switch for controlling the activity of molecular motor proteins.,Nat Struct Mol Biol,10.1038/nsmb.2190,1545-9985,Springer Science and Business Media LLC
19961859.0,,Crystal structure of the light-driven chloride pump halorhodopsin from Natronomonas pharaonis.,J Mol Biol,10.1016/j.jmb.2009.11.061,1089-8638,Elsevier BV
24179159.0,3886632.0,Crystal structure of a soluble cleaved HIV-1 envelope trimer.,Science,10.1126/science.1245625,1095-9203,American Association for the Advancement of Science (AAAS)
21206062.0,3016017.0,"Structures of human thymidylate synthase R163K with dUMP, FdUMP and glutathione show asymmetric ligand binding.",Acta Crystallogr D Biol Crystallogr,10.1107/S0907444910044732,1399-0047,International Union of Crystallography (IUCr)
23888039.0,3816583.0,FtsZ protofilaments use a hinge-opening mechanism for constrictive force generation.,Science,10.1126/science.1239248,1095-9203,American Association for the Advancement of Science (AAAS)
19033461.0,2604932.0,Electron tomography of early melanosomes: implications for melanogenesis and the generation of fibrillar amyloid sheets.,Proc Natl Acad Sci U S A,10.1073/pnas.0803488105,1091-6490,Proceedings of the National Academy of Sciences
32203130.0,7118165.0,Cryo-EM structure of full-length α-synuclein amyloid fibril with Parkinson's disease familial A53T mutation.,Cell Res,10.1038/s41422-020-0299-4,1748-7838,Springer Science and Business Media LLC
18453703.0,2376397.0,"Overexpression, purification, crystallization and preliminary X-ray analysis of Rv2780 from Mycobacterium tuberculosis H37Rv.",Acta Crystallogr Sect F Struct Biol Cryst Commun,10.1107/S1744309108007653,1744-3091,International Union of Crystallography (IUCr)
20811494.0,2927554.0,Structure of the altitude adapted hemoglobin of guinea pig in the R2-state.,PLoS One,10.1371/journal.pone.0012389,1932-6203,Public Library of Science (PLoS)
19423669.0,2689022.0,"Unique protein architecture of alanyl-tRNA synthetase for aminoacylation, editing, and dimerization.",Proc Natl Acad Sci U S A,10.1073/pnas.0901572106,1091-6490,Proceedings of the National Academy of Sciences
19397279.0,2720787.0,Redox-dependent conformational changes in cytochrome C oxidase suggest a gating mechanism for proton uptake.,Biochemistry,10.1021/bi9001387,1520-4995,American Chemical Society (ACS)
21507947.0,3121507.0,Identification of critical residues in G(alpha)13 for stimulation of p115RhoGEF activity and the structure of the G(alpha)13-p115RhoGEF regulator of G protein signaling homology (RH) domain complex.,J Biol Chem,10.1074/jbc.M110.201392,1083-351X,Elsevier BV
23344952.0,3605634.0,The molecular basis of iron-induced oligomerization of frataxin and the role of the ferroxidation reaction in oligomerization.,J Biol Chem,10.1074/jbc.M112.442285,1083-351X,Elsevier BV
22334583.0,3375754.0,Substrate recognition mechanism of a glycosyltrehalose trehalohydrolase from Sulfolobus solfataricus KM1.,Protein Sci,10.1002/pro.2039,1469-896X,Wiley
19407388.0,2675596.0,"Purification, crystallization and data collection of the apoptotic nuclease endonuclease G.",Acta Crystallogr Sect F Struct Biol Cryst Commun,10.1107/S1744309109013335,1744-3091,International Union of Crystallography (IUCr)
10873855.0,,Crystal structure of decameric 2-Cys peroxiredoxin from human erythrocytes at 1.7 A resolution.,Structure,10.1016/s0969-2126(00)00147-7,0969-2126,Elsevier BV
22004756.0,3192958.0,Cationic state distribution over the P700 chlorophyll pair in photosystem I.,Biophys J,10.1016/j.bpj.2011.09.010,1542-0086,Elsevier BV
30194969.0,6193138.0,Molecular Basis for Immunity Protein Recognition of a Type VII Secretion System Exported Antibacterial Toxin.,J Mol Biol,10.1016/j.jmb.2018.08.027,1089-8638,Elsevier BV
17511517.0,1868955.0,Crystal structure of the P pilus rod subunit PapA.,PLoS Pathog,10.1371/journal.ppat.0030073,1553-7374,Public Library of Science (PLoS)
20696399.0,4214634.0,The RalB-RLIP76 complex reveals a novel mode of ral-effector interaction.,Structure,10.1016/j.str.2010.05.013,1878-4186,Elsevier BV
34923703.0,8862426.0,Structure of the human Ccr4-Not nuclease module using X-ray crystallography and electron paramagnetic resonance spectroscopy distance measurements.,Protein Sci,10.1002/pro.4262,1469-896X,Wiley
19580813.0,,A common structural basis for pH- and calmodulin-mediated regulation in plant glutamate decarboxylase.,J Mol Biol,10.1016/j.jmb.2009.06.080,1089-8638,Elsevier BV
28695851.0,5505247.0,Structure of bovine cytochrome c oxidase crystallized at a neutral pH using a fluorinated detergent.,Acta Crystallogr F Struct Biol Commun,10.1107/S2053230X17008834,2053-230X,International Union of Crystallography (IUCr)
19029896.0,2680549.0,Structural basis of nucleotide exchange and client binding by the Hsp70 cochaperone Bag2.,Nat Struct Mol Biol,10.1038/nsmb.1518,1545-9985,Springer Science and Business Media LLC
38710701.0,11074143.0,Platform-directed allostery and quaternary structure dynamics of SAMHD1 catalysis.,Nat Commun,10.1038/s41467-024-48237-w,2041-1723,Springer Science and Business Media LLC
20937829.0,3000978.0,Combination of two separate binding domains defines stoichiometry between type III secretion system chaperone IpgC and translocator protein IpaB.,J Biol Chem,10.1074/jbc.M110.135616,1083-351X,Elsevier BV
29712914.0,5928083.0,Structural basis for energy transduction by respiratory alternative complex III.,Nat Commun,10.1038/s41467-018-04141-8,2041-1723,Springer Science and Business Media LLC
10896473.0,,The crystal structure of ADP-L-glycero-D-mannoheptose 6-epimerase: catalysis with a twist.,Structure,10.1016/s0969-2126(00)00128-3,0969-2126,Elsevier BV
11937059.0,,"The structural basis for catalysis and specificity of the Pseudomonas cellulosa alpha-glucuronidase, GlcA67A.",Structure,10.1016/s0969-2126(02)00742-6,0969-2126,Elsevier BV
21625866.0,4413006.0,Crystal structure of a putative transcriptional regulator SCO0520 from Streptomyces coelicolor A3(2) reveals an unusual dimer among TetR family proteins.,J Struct Funct Genomics,10.1007/s10969-011-9112-4,1570-0267,Springer Science and Business Media LLC
32471988.0,7260177.0,Human ESCRT-III polymers assemble on positively curved membranes and induce helical membrane tube formation.,Nat Commun,10.1038/s41467-020-16368-5,2041-1723,Springer Science and Business Media LLC
22699623.0,3598588.0,Atomic model of the type III secretion system needle.,Nature,10.1038/nature11079,1476-4687,Springer Science and Business Media LLC
39152123.0,11329633.0,Cell-to-cell interactions revealed by cryo-tomography of a DPANN co-culture system.,Nat Commun,10.1038/s41467-024-51159-2,2041-1723,Springer Science and Business Media LLC
11850637.0,,Crystal structure of the human TbetaR2 ectodomain--TGF-beta3 complex.,Nat Struct Biol,10.1038/nsb766,1072-8368,Springer Science and Business Media LLC
16547462.0,1479554.0,Structure and oligomeric state of human transcription factor TFIIE.,EMBO Rep,10.1038/sj.embor.7400663,1469-221X,Springer Science and Business Media LLC
27974208.0,5186731.0,Structural Dynamics of the YidC:Ribosome Complex during Membrane Protein Biogenesis.,Cell Rep,10.1016/j.celrep.2016.11.059,2211-1247,Elsevier BV
16337811.0,,Native crystal structure of a nitric oxide-releasing lectin from the seeds of Canavalia maritima.,J Struct Biol,10.1016/j.jsb.2005.07.012,1047-8477,Elsevier BV
36806352.0,9937529.0,Mechanism of activation and biased signaling in complement receptor C5aR1.,Cell Res,10.1038/s41422-023-00779-2,1748-7838,Springer Science and Business Media LLC
11812139.0,,Crystal structure of an enzyme displaying both inositol-polyphosphate-1-phosphatase and 3'-phosphoadenosine-5'-phosphate phosphatase activities: a novel target of lithium therapy.,J Mol Biol,10.1006/jmbi.2001.5271,0022-2836,Elsevier BV
29127277.0,5681654.0,Dual protein kinase and nucleoside kinase modulators for rationally designed polypharmacology.,Nat Commun,10.1038/s41467-017-01582-5,2041-1723,Springer Science and Business Media LLC
22545924.0,,Targeting GSK3 from Ustilago maydis: type-II kinase inhibitors as potential antifungals.,ACS Chem Biol,10.1021/cb300128b,1554-8937,American Chemical Society (ACS)
16884737.0,,Functional and structural characterization of a thiol peroxidase from Mycobacterium tuberculosis.,J Mol Biol,10.1016/j.jmb.2006.05.076,0022-2836,Elsevier BV
32039891.0,7010359.0,High-resolution crystal structures of Escherichia coli FtsZ bound to GDP and GTP.,Acta Crystallogr F Struct Biol Commun,10.1107/S2053230X20001132,2053-230X,International Union of Crystallography (IUCr)
28487372.0,5481562.0,Structure-function analysis of RBP-J-interacting and tubulin-associated (RITA) reveals regions critical for repression of Notch target genes.,J Biol Chem,10.1074/jbc.M117.791707,1083-351X,Elsevier BV
34836937.0,8626477.0,Cryo-EM snapshots of a native lysate provide structural insights into a metabolon-embedded transacetylase reaction.,Nat Commun,10.1038/s41467-021-27287-4,2041-1723,Springer Science and Business Media LLC
38927025.0,11201974.0,Structural Insights into the Rrp4 Subunit from the Crystal Structure of the Thermoplasma acidophilum Exosome.,Biomolecules,10.3390/biom14060621,2218-273X,MDPI AG
23137517.0,,Structure of SAICAR synthetase from Pyrococcus horikoshii OT3: insights into thermal stability.,Int J Biol Macromol,10.1016/j.ijbiomac.2012.10.028,1879-0003,Elsevier BV
10664449.0,,The Leu-132 of the Ste4(Gbeta) subunit is essential for proper coupling of the G protein with the Ste2 alpha factor receptor during the mating pheromone response in yeast.,FEBS Lett,10.1016/s0014-5793(00)01106-6,0014-5793,Wiley
24127340.0,3843634.0,The dataset for protein-RNA binding affinity.,Protein Sci,10.1002/pro.2383,1469-896X,Wiley
25752603.0,4424323.0,Active site and laminarin binding in glycoside hydrolase family 55.,J Biol Chem,10.1074/jbc.M114.623579,1083-351X,Elsevier BV
34267357.0,8387239.0,Structural and functional characterization of the intracellular filament-forming nitrite oxidoreductase multiprotein complex.,Nat Microbiol,10.1038/s41564-021-00934-8,2058-5276,Springer Science and Business Media LLC
17526705.0,1951804.0,Crystal structure of the Vibrio cholerae quorum-sensing regulatory protein HapR.,J Bacteriol,10.1128/JB.01807-06,0021-9193,American Society for Microbiology
22353711.0,3293410.0,An intrinsically labile α-helix abutting the BCL9-binding site of β-catenin is required for its inhibition by carnosic acid.,Nat Commun,10.1038/ncomms1680,2041-1723,Springer Science and Business Media LLC
34177966.0,8223065.0,"Structure of Blood Coagulation Factor VIII in Complex With an Anti-C2 Domain Non-Classical, Pathogenic Antibody Inhibitor.",Front Immunol,10.3389/fimmu.2021.697602,1664-3224,Frontiers Media SA
18318036.0,,Small molecule inhibitors targeting HIV-1 reverse transcriptase dimerization.,Chembiochem,10.1002/cbic.200700669,1439-7633,Wiley
17703190.0,1994128.0,Crystal structure of a Kir3.1-prokaryotic Kir channel chimera.,EMBO J,10.1038/sj.emboj.7601828,0261-4189,Springer Science and Business Media LLC
33548201.0,,Structures of the human dopamine D3 receptor-G<sub>i</sub> complexes.,Mol Cell,10.1016/j.molcel.2021.01.003,1097-4164,Elsevier BV
27101778.0,4845029.0,Structural correlates of affinity in fetal versus adult endplate nicotinic receptors.,Nat Commun,10.1038/ncomms11352,2041-1723,Springer Science and Business Media LLC
21870821.0,3189504.0,Structural and biochemical characterization of ZhuI aromatase/cyclase from the R1128 polyketide pathway.,Biochemistry,10.1021/bi200593m,1520-4995,American Chemical Society (ACS)
27654913.0,,The architecture of respiratory supercomplexes.,Nature,10.1038/nature19774,1476-4687,Springer Science and Business Media LLC
19119875.0,2652123.0,Reaction mechanism of the epsilon subunit of E. coli DNA polymerase III: insights into active site metal coordination and catalytically significant residues.,J Am Chem Soc,10.1021/ja8082818,1520-5126,American Chemical Society (ACS)
29572475.0,5865150.0,Structure and evolution of the Fam20 kinases.,Nat Commun,10.1038/s41467-018-03615-z,2041-1723,Springer Science and Business Media LLC
19961413.0,,C-terminal fragment of human laminin-binding protein contains a receptor domain for venezuelan equine encephalitis and tick-borne encephalitis viruses.,Biochemistry (Mosc),10.1134/s0006297909120050,1608-3040,Pleiades Publishing Ltd
34018214.0,8204870.0,"Cryo-EM structure of metazoan TRAPPIII, the multi-subunit complex that activates the GTPase Rab1.",EMBO J,10.15252/embj.2020107608,1460-2075,Springer Science and Business Media LLC
17363272.0,,New vectors for co-expression of proteins: structure of Bacillus subtilis ScoAB obtained by high-throughput protocols.,Protein Expr Purif,10.1016/j.pep.2007.01.013,1046-5928,Elsevier BV
11738041.0,,"The structure of phosphorylated GSK-3beta complexed with a peptide, FRATtide, that inhibits beta-catenin phosphorylation.",Structure,10.1016/s0969-2126(01)00679-7,0969-2126,Elsevier BV
21396940.0,,Modulation of K11-linkage formation by variable loop residues within UbcH5A.,J Mol Biol,10.1016/j.jmb.2011.03.011,1089-8638,Elsevier BV
29414766.0,5798282.0,Expanding the molecular weaponry of bacterial species.,J Biol Chem,10.1074/jbc.H118.001463,1083-351X,Elsevier BV
38354260.0,10895266.0,The structure of the Caenorhabditis elegans TMC-2 complex suggests roles of lipid-mediated subunit contacts in mechanosensory transduction.,Proc Natl Acad Sci U S A,10.1073/pnas.2314096121,1091-6490,Proceedings of the National Academy of Sciences
27425598.0,,Structural insight into GRIP1-PDZ6 in Alzheimer's disease: study from protein expression data to molecular dynamics simulations.,J Biomol Struct Dyn,10.1080/07391102.2016.1214085,1538-0254,Informa UK Limited
21561155.0,3601441.0,"Inhibition of 1-deoxy-D-xylulose-5-phosphate reductoisomerase by lipophilic phosphonates: SAR, QSAR, and crystallographic studies.",J Med Chem,10.1021/jm200363d,1520-4804,American Chemical Society (ACS)
12176385.0,,The crystal structure of the AAA domain of the ATP-dependent protease FtsH of Escherichia coli at 1.5 A resolution.,Structure,10.1016/s0969-2126(02)00806-7,0969-2126,Elsevier BV
22505411.0,3325811.0,"Purification, crystallization and preliminary crystallographic studies of a PacL homologue from Listeria monocytogenes.",Acta Crystallogr Sect F Struct Biol Cryst Commun,10.1107/S1744309112004046,1744-3091,International Union of Crystallography (IUCr)
27839949.0,,Structural Analysis of the Bacterial Proteasome Activator Bpa in Complex with the 20S Proteasome.,Structure,10.1016/j.str.2016.10.008,1878-4186,Elsevier BV
10830969.0,,The crystal structure of the photoprotein aequorin at 2.3 A resolution.,Nature,10.1038/35012659,0028-0836,Springer Science and Business Media LLC
22500768.0,3318121.0,"Structure, stability, and aggregation of β-2 microglobulin mutants: insights from a Fourier transform infrared study in solution and in the crystalline state.",Biophys J,10.1016/j.bpj.2012.02.045,1542-0086,Elsevier BV
19799916.0,2791854.0,Structural characterisation of ligand-binding determinants in human lung surfactant protein D: influence of Asp325.,J Mol Biol,10.1016/j.jmb.2009.09.057,1089-8638,Elsevier BV
16495083.0,,"The role of subunit hinges and molecular ""switches"" in the control of viral capsid polymorphism.",J Struct Biol,10.1016/j.jsb.2005.10.013,1047-8477,Elsevier BV
11896404.0,,Crystal structure of a transition state mimic of the catalytic subunit of cAMP-dependent protein kinase.,Nat Struct Biol,10.1038/nsb780,1072-8368,Springer Science and Business Media LLC
18445629.0,2425470.0,Crystal structure of the 25 kDa subunit of human cleavage factor Im.,Nucleic Acids Res,10.1093/nar/gkn079,1362-4962,Oxford University Press (OUP)
19835886.0,2813359.0,"Structure of the small outer capsid protein, Soc: a clamp for stabilizing capsids of T4-like phages.",J Mol Biol,10.1016/j.jmb.2009.10.007,1089-8638,Elsevier BV
27454617.0,,"Synthesis of pyrimidin-4-one-1,2,3-triazole conjugates as glycogen synthase kinase-3β inhibitors with anti-depressant activity.",Bioorg Chem,10.1016/j.bioorg.2016.07.007,1090-2120,Elsevier BV
11243784.0,,Transthyretin stability as a key factor in amyloidogenesis: X-ray analysis at atomic resolution.,J Mol Biol,10.1006/jmbi.2000.4415,0022-2836,Elsevier BV
23123849.0,,Structure of the Mediator head module.,Nature,10.1038/nature11670,1476-4687,Springer Science and Business Media LLC
10675298.0,,The crystal structure of beta-glucosidase from Bacillus circulans sp. alkalophilus: ability to form long polymeric assemblies.,J Struct Biol,10.1006/jsbi.1999.4206,1047-8477,Elsevier BV
34100775.0,8186413.0,"Crystal structures of two camelid nanobodies raised against GldL, a component of the type IX secretion system from Flavobacterium johnsoniae.",Acta Crystallogr F Struct Biol Commun,10.1107/S2053230X21005185,2053-230X,International Union of Crystallography (IUCr)
16873247.0,1563834.0,Dodecamer structure of severe acute respiratory syndrome coronavirus nonstructural protein nsp10.,J Virol,10.1128/JVI.00483-06,0022-538X,American Society for Microbiology
27920087.0,5159667.0,Structural visualization of the p53/RNA polymerase II assembly.,Genes Dev,10.1101/gad.285692.116,1549-5477,Cold Spring Harbor Laboratory
16737961.0,,The structure of an ancient conserved domain establishes a structural basis for stable histidine phosphorylation and identifies a new family of adenosine-specific kinases.,J Biol Chem,10.1074/jbc.M603062200,0021-9258,Elsevier BV
15251460.0,,Temperature and cryoprotectant influence secondary quinone binding position in bacterial reaction centers.,FEBS Lett,10.1016/j.febslet.2004.06.042,0014-5793,Wiley
18353655.0,,Chemical and biological investigation of N-hydroxy-valdecoxib: An active metabolite of valdecoxib.,Bioorg Med Chem,10.1016/j.bmc.2008.02.088,1464-3391,Elsevier BV
22826234.0,3420185.0,Multipronged attenuation of macrophage-colony stimulating factor signaling by Epstein-Barr virus BARF1.,Proc Natl Acad Sci U S A,10.1073/pnas.1205309109,1091-6490,Proceedings of the National Academy of Sciences
22869111.0,3412762.0,Structure of human Rack1 protein at a resolution of 2.45 Å.,Acta Crystallogr Sect F Struct Biol Cryst Commun,10.1107/S1744309112027480,1744-3091,International Union of Crystallography (IUCr)
22659319.0,3418392.0,Crystal structure of the coat protein of the flexible filamentous papaya mosaic virus.,J Mol Biol,10.1016/j.jmb.2012.05.032,1089-8638,Elsevier BV
32820062.0,,Structural basis of transcription-translation coupling and collision in bacteria.,Science,10.1126/science.abb5036,1095-9203,American Association for the Advancement of Science (AAAS)
22514181.0,3329959.0,An integrated high-throughput data acquisition system for biological solution X-ray scattering studies.,J Synchrotron Radiat,10.1107/S0909049512008072,1600-5775,International Union of Crystallography (IUCr)
19194458.0,,Crystal structure of an avian influenza polymerase PA(N) reveals an endonuclease active site.,Nature,10.1038/nature07720,1476-4687,Springer Science and Business Media LLC
20223218.0,,ATP-induced conformational dynamics in the AAA+ motor unit of magnesium chelatase.,Structure,10.1016/j.str.2010.01.001,1878-4186,Elsevier BV
12888346.0,,Structure of Mycobacterium tuberculosis single-stranded DNA-binding protein. Variability in quaternary structure and its implications.,J Mol Biol,10.1016/s0022-2836(03)00729-0,0022-2836,Elsevier BV
31358960.0,,Structural basis for energy harvesting and dissipation in a diatom PSII-FCPII supercomplex.,Nat Plants,10.1038/s41477-019-0477-x,2055-0278,Springer Science and Business Media LLC
19591844.0,,10-A cryoEM structure and molecular model of the Myriapod (Scutigera) 6x6mer hemocyanin: understanding a giant oxygen transport protein.,J Mol Biol,10.1016/j.jmb.2009.06.082,1089-8638,Elsevier BV
14705889.0,,Crystal structures and structural stabilities of the disulfide bond-deficient soybean proglycinin mutants C12G and C88S.,J Agric Food Chem,10.1021/jf026065y,0021-8561,American Chemical Society (ACS)
23143232.0,3515364.0,Structure of glycerol-3-phosphate dehydrogenase (GPD1) from Saccharomyces cerevisiae at 2.45 Å resolution.,Acta Crystallogr Sect F Struct Biol Cryst Commun,10.1107/S1744309112037736,1744-3091,International Union of Crystallography (IUCr)
26708480.0,4732270.0,Visualizing the tunnel in tryptophan synthase with crystallography: Insights into a selective filter for accommodating indole and rejecting water.,Biochim Biophys Acta,10.1016/j.bbapap.2015.12.006,0006-3002,Elsevier BV
33636189.0,7901392.0,Targeting SARS-CoV-2 Nsp3 macrodomain structure with insights from human poly(ADP-ribose) glycohydrolase (PARG) structures with inhibitors.,Prog Biophys Mol Biol,10.1016/j.pbiomolbio.2021.02.002,1873-1732,Elsevier BV
32557910.0,,Investigating dual Ca<sup>2+</sup> modulation of the ryanodine receptor 1 by molecular dynamics simulation.,Proteins,10.1002/prot.25971,1097-0134,Wiley
14501106.0,,Structure of the heterodimeric neurotoxic complex viperotoxin F (RV-4/RV-7) from the venom of Vipera russelli formosensis at 1.9 A resolution.,Acta Crystallogr D Biol Crystallogr,10.1107/s0907444903014987,0907-4449,International Union of Crystallography (IUCr)
20538977.0,2900636.0,Structures of actin-bound Wiskott-Aldrich syndrome protein homology 2 (WH2) domains of Spire and the implication for filament nucleation.,Proc Natl Acad Sci U S A,10.1073/pnas.1005347107,1091-6490,Proceedings of the National Academy of Sciences
27022027.0,4900251.0,PilN Binding Modulates the Structure and Binding Partners of the Pseudomonas aeruginosa Type IVa Pilus Protein PilM.,J Biol Chem,10.1074/jbc.M116.718353,1083-351X,Elsevier BV
12203006.0,,Dynamics of wild-type HiPIPs: a Cys77Ser mutant and a partially unfolded HiPIP.,J Biol Inorg Chem,10.1007/s00775-002-0344-4,0949-8257,Springer Science and Business Media LLC
20797630.0,,RNA polymerase I contains a TFIIF-related DNA-binding subcomplex.,Mol Cell,10.1016/j.molcel.2010.07.028,1097-4164,Elsevier BV
35104890.0,8860596.0,Mechanisms of Cre recombinase synaptic complex assembly and activation illuminated by Cryo-EM.,Nucleic Acids Res,10.1093/nar/gkac032,1362-4962,Oxford University Press (OUP)
12269811.0,,The crystal structure of mitochondrial cytochrome bc1 in complex with famoxadone: the role of aromatic-aromatic interaction in inhibition.,Biochemistry,10.1021/bi026252p,0006-2960,American Chemical Society (ACS)
