pmid,issn
36053193,1532-2548
22844492,1932-6203
22905864,1471-2334
18996839,0021-9258
28110119,1096-0023
36281776,1097-0282
21771101,1442-2042
21941252,1755-4349
24417415,1538-0254
23863604,2150-5608
27009120,1460-2075
17581123,0950-382X
10633085,0021-9533
33238129,2211-1247
29561051,1364-548X
14663140,0027-8424
20156367,1423-0127
15924429,0006-2960
30514341,1756-9966
21526853,1520-4995
38542324,1422-0067
23595133,2072-6643
29522656,1521-1878
24471163,1364-548X
16615907,0969-2126
34309373,1944-8252
37279268,1091-6490
25339367,1791-244X
19779612,1932-6203
27369077,1090-2104
30358939,2192-2659
17009276,1439-4227
19060219,1091-6490
21127994,1573-4978
36736898,1083-351X
23968808,1728-7731
23874158,1545-7885
19245366,1470-8728
15236643,1462-5814
21803598,1873-2682
35458547,1999-4915
12919675,1534-5807
23811196,1096-0384
31889256,1940-6029
10903425,0006-3002
17329245,0021-9258
29357135,1365-2958
20485331,1935-3456
28419469,1097-4652
24398516,1091-6490
21623974,1365-313X
31011165,2058-5276
21569201,1742-4658
12070166,0021-9258
27980342,2092-6413
21463657,0006-3002
27071054,1878-562X
28602995,1095-9130
25196586,1470-8744
22083953,1098-5549
12559912,0022-2836
33707618,2399-3642
21782712,1382-6689
14608683,0869-8031
24108124,1083-351X
21124832,1932-6203
12112272,0951-4198
22628309,1437-4315
24889752,1742-2051
22806792,1573-0972
31545322,1940-087X
17207469,0006-291X
34135318,2041-1723
34514932,1559-2324
11856466,0042-9007
22592265,1465-2099
12402045,1465-7392
11850823,0950-9232
20807605,0065-2660
11390463,0022-1767
15120382,1055-7903
18688505,1474-905X
20142503,1091-6490
20070990,1532-8600
23519153,1756-591X
21905012,1529-0131
29539403,1542-0086
12899927,0024-3205
12177480,0032-0889
36650956,1873-3468
12379233,0006-291X
27810394,1873-488X
11702013,1021-7770
27525823,1573-6881
34592146,2211-1247
11404183,1357-2725
31175173,1532-298X
15199162,0270-7306
23742989,1878-5875
31218404,1432-2307
32448240,1741-7007
36463618,1096-0341
35301439,1748-7838
12471621,0020-7136
12949564,1087-0156
19131073,1095-7103
27194326,1529-2401
20386698,1932-6203
23658798,1932-6203
27188461,1471-213X
38073086,2161-5063
11161018,0032-0889
26434697,0006-3002
37990965,1944-8252
16579607,0003-2700
11696538,0021-9258
32107408,2045-2322
34007954,2512-9465
33704725,1940-6029
22158716,1538-3687
36205135,1791-3004
25253531,1432-0851
18042557,1367-4811
25222706,1932-6203
27420286,1551-4005
19995905,1098-5549
19737979,1532-298X
21778741,1663-2826
32522628,1872-6240
38365425,2575-1077
17716658,0014-4886
11722735,0950-382X
21055780,1873-3700
12889017,0006-3592
25742599,1520-4898
26148048,1545-9985
16948468,1573-4064
31336136,1638-6183
11555190,1352-0504
27599915,1878-5875
15561725,0021-9258
31729003,1940-6029
37085073,1879-0003
35120903,1872-6240
21295582,1089-8638
27828998,1932-6203
24941229,1549-960X
22850216,1464-3405
25345243,0019-5189
28512237,1549-5477
19258493,1531-2267
31218890,2169-141X
30409904,1083-351X
33428857,2574-8300
35582959,1474-9726
32955094,1573-4935
35455950,2073-4409
11535617,0021-9525
32404872,2041-1723
29956154,1940-6029
14612453,0021-9258
31017466,1748-880X
30745106,1090-2104
11134293,0022-538X
29329815,1879-0003
21674475,1521-4141
29703909,2045-2322
32317318,2150-7511
27606840,1553-7374
33747209,1792-1074
33921332,1420-3049
15221489,0914-8779
22045334,1460-2075
12151404,0021-9258
32869336,1471-4159
33483369,1469-9001
16765910,0006-291X
23300927,1932-6203
33957296,1873-0329
11113859,0022-3417
32348940,1873-4243
26658612,1939-4586
25973894,1932-6203
21360618,1099-1352
22262582,1861-471X
29324720,1660-4601
11071118,1023-3830
25876601,1738-8872
11536376,0951-418X
36159747,1687-966X
36064961,2399-3642
16043808,1526-632X
18045881,0021-9258
31023563,1874-1754
31930567,1530-6860
31831620,1083-351X
24908117,1940-6029
33231755,1522-9602
21865402,1468-3288
35578440,2055-5822
12393189,0006-3002
15922732,0014-4827
27342524,1009-2137
20637421,1878-4186
35792101,1439-7633
20544909,1097-4598
15380064,0960-9822
17559580,0001-2815
23603107,1876-7737
27487198,1520-5207
27646999,2045-2322
25666313,1740-634X
27294379,1879-1123
25682860,1747-0285
27485543,1791-3004
11545735,1097-2765
14741342,0014-5793
11083478,0969-7128
15588103,0739-1102
17697703,0091-6749
17675295,0021-9258
15170739,1099-498X
34231059,1432-2013
21333004,1752-0509
35245450,1097-4164
29761287,1724-6059
29634106,0001-6837
10926321,0947-7349
18756631,0300-483X
19260477,0172-6390
27571175,1545-9985
25239919,1469-9001
24764305,1083-351X
25201521,1399-3038
31456285,1469-3178
27562418,1865-3774
12829851,0022-538X
18160648,1529-2401
15814838,1059-1524
23977272,1932-6203
28513596,1935-3456
21976956,1090-0535
27099313,1098-5514
16487975,0022-2836
17431589,0340-5761
25449705,1095-9947
28125689,1932-6203
19606209,1932-6203
15328614,0022-2836
12551923,0021-9258
33486722,1749-0774
37391364,1365-2672
29563620,1529-2916
33171874,2073-4409
28315328,1090-2104
11641435,0026-895X
17895985,1932-6203
33301125,1940-6029
18055785,0146-0404
15374821,0363-6119
17929959,1535-3893
21873198,1091-6490
33054575,1554-8635
31237552,1522-6662
11714773,0022-1767
31937649,2150-7511
31079006,1872-9142
11301191,0301-472X
26888449,1937-3392
30445451,1460-2083
28596299,2051-817X
22402492,1362-4962
20197555,1528-0020
31724223,1097-4644
11035040,0021-9258
35114313,1879-3169
18263723,1098-5530
33973730,2045-7634
26428001,1873-2968
11717333,0027-8874
34715126,1083-351X
15128513,0099-2240
21357486,1098-5530
26170416,1098-5530
22893124,2041-1723
20485517,1553-7374
16006196,1532-0456
28506462,1097-4164
35348171,1477-9234
15364276,0027-5107
30595437,1097-4164
16384990,0146-0404
16890965,0028-3908
23989153,1744-3091
14594026,1002-0837
30996137,2379-3708
19846764,1091-6490
30872455,1477-9137
25713057,1530-6860
15282207,0964-6906
25152129,0253-2727
27010744,1873-2690
32321514,1465-993X
32303541,1098-5336
34305405,1178-7031
19716188,1879-1514
25034014,1573-5079
16140385,0161-813X
38294935,1091-6490
28955722,2373-2822
25539592,1752-0509
26388611,1949-2553
10813090,0190-2148
31420518,1091-6490
11842112,1362-4962
24476063,1520-4995
11053430,0021-9258
19507046,1573-9368
17306850,0041-008X
12829848,0022-538X
34684866,1420-3049
16204250,0021-9258
26194479,1475-2859
28194647,1559-1182
19211733,1098-5514
21423672,1553-7374
26387503,2045-2322
27002330,1573-5079
16389289,1465-7392
37313034,1177-9322
12904270,1671-4083
22848666,1932-6203
20075914,1476-4687
36230909,2073-4409
38272027,1878-1551
18223135,0009-9147
15574335,1097-2765
19229963,0148-639X
19325567,1476-5403
25116668,1972-2680
29995991,1365-2958
36640319,2211-1247
34530916,1868-7083
19683489,1097-4164
11168356,0014-2956
21068384,1083-351X
19463016,1535-3893
23560999,1574-6968
15349946,0173-0835
29061445,1521-7035
22558402,1932-6203
19683537,1089-8638
15713747,0021-9533
19482022,1090-2422
15732781,0030-6657
29630759,1099-1352
12049919,1360-1385
28427014,1878-1705
28300765,1422-0067
23464834,1537-6524
17182098,0143-4004
36997086,1083-351X
37774691,1938-3673
16925562,0950-382X
12121665,1074-7613
11665628,0076-6879
16174037,1520-541X
11261806,0065-1427
36522330,2041-1723
29482731,1095-9939
11303023,0021-9258
24987932,1520-6882
16303765,0021-9258
23444359,1477-9129
30737378,2041-1723
10773351,0198-8859
16574147,0022-2836
27703308,1090-0535
11695995,0264-6021
16818233,1097-2765
19215767,1557-7988
17067582,0014-5793
21349332,1569-1802
24113271,2092-6413
22110594,1932-6203
16919642,0021-9673
34248663,1664-042X
24170203,1532-2548
21703541,1097-4180
17170000,1362-4962
26656097,2045-2322
11168985,0098-6577
26526081,1572-0241
34031983,1582-4934
15070896,0021-9258
32688881,1445-4416
19330832,1097-0215
21821282,1878-5905
26667018,1741-7899
30706963,1521-1878
17550893,1535-9476
29440510,1937-9145
16928732,1367-4811
34827105,2079-7737
30549224,1522-7278
15057275,0261-4189
34226689,2055-0278
16969489,1021-335X
20671280,1552-5783
33245310,1364-548X
24286133,1478-6362
15247296,0021-9258
32851478,1432-1335
24126911,1083-351X
18396263,1873-2968
30949701,1460-2431
16527250,0006-291X
18565541,1089-8638
17050688,0027-8424
11128004,0962-8436
32061191,1097-0231
20027625,1469-896X
32189359,2042-7158
20962236,1529-2401
11875971,0132-3423
11042163,0021-9258
29103693,1873-2542
36514748,2048-7177
22318629,1477-9129
28456710,1638-6183
16036796,1355-0284
37094131,1091-6490
21163962,1095-9203
33122709,2045-2322
22980334,1934-6069
11274723,0165-2478
20735493,1365-2583
22467208,1362-4962
37806248,1090-2104
15043222,1539-2791
35342346,1449-2288
17172956,1056-6163
18692642,1097-685X
24591176,1099-1352
31967965,2191-0286
16263720,0021-9258
15878629,0006-3002
27974207,2211-1247
27689866,1520-5126
38274212,2296-861X
11425798,0959-6658
21300896,1091-6490
29201933,2326-9901
16480624,1009-2587
30728908,1949-2553
31896756,2041-1723
19176477,0021-9258
28580955,2041-1723
11323724,1072-8368
11306109,0009-2797
22274401,1873-2747
17929885,1535-3893
15848177,0014-5793
18081621,1323-1316
23454723,1941-2452
27075359,1432-1424
12821670,0021-9258
14723817,0578-1310
23761076,1939-4586
15592754,0939-4451
27466317,1939-4586
23428900,1879-0135
20971878,1098-5336
30190278,1477-9129
18187507,1362-4962
17403901,0270-7306
17657565,0920-654X
27819856,1536-0229
17898131,0363-6143
27456357,1423-0380
23071586,1932-6203
18784372,1528-0020
32355176,2041-1723
11030426,1431-6730
16075925,0391-4097
23927281,1089-7690
12138096,0021-9258
22182061,1520-6882
15838710,0948-5023
15481587,0036-7281
19753301,1932-6203
37883730,1520-6882
19385061,1095-953X
20099291,1439-7633
24080942,1364-5528
18437014,1011-8934
16107694,0270-7306
27773646,1090-2422
12502866,0022-538X
16402857,1545-7885
18025088,0021-9258
12112588,1040-452X
19377960,1064-3745
12739027,0012-186X
15062072,0969-2126
22279545,1932-6203
12377990,1096-6080
14550906,0304-3940
21181557,1573-5079
21240516,1434-4726
32113856,2300-732X
31594538,1756-8935
14519669,1530-6860
35011739,2073-4409
22540122,1364-548X
27723751,1552-4469
19403801,1522-1563
17805015,0022-3069
11586888,0076-6879
16642288,1525-3961
38091832,1878-1705
21167069,1752-0509
12509276,1568-7864
20980620,1939-4586
22942790,1943-4731
23593435,1932-6203
23235460,2041-4889
15795278,0022-538X
18079969,0021-9738
19131360,1460-2083
31000662,1095-9203
21940909,1535-9484
12379280,1357-2725
12631736,1059-1524
16289967,1046-2023
12072443,0021-9258
26864696,2190-3948
30198686,0041-3771
11179473,1019-6439
31898884,1554-8937
22574658,1752-0509
24789782,1098-5514
12047349,1356-9597
17569730,0022-3751
18446447,1530-7905
15070776,0027-8424
18600346,0032-0935
21668952,1752-0509
17936553,1535-6108
27418512,1095-9203
15345534,0006-3495
11559543,0008-5472
21889496,1873-2968
35323482,1660-3397
30551203,1552-5783
17485489,0021-9525
15499374,1350-9047
18793173,0300-5127
10924321,0006-291X
29037466,1520-6017
12653543,0006-2960
10944457,0006-291X
32686664,2041-1723
25241893,1476-5594
31925423,1460-2083
28673823,1879-0089
20194703,1098-6596
17092531,0042-6822
35695457,2150-7511
31358965,1476-4679
21197712,1534-6080
37802067,1936-086X
24414857,1096-9861
24486010,1873-3468
11106162,0961-8368
15596505,0006-3495
24778185,1083-351X
24828872,1029-2403
19737348,1471-4159
24795321,0032-5791
24857660,2211-1247
33718081,2223-4691
20130995,1573-5079
18638581,1874-3919
12446671,0021-9258
31585521,2472-5560
16144630,0361-9230
31274412,1600-5775
24023065,1091-6490
16314455,1355-8382
31750913,1554-6578
15530023,1525-7797
30696119,2073-4425
24523872,1932-6203
26124083,1949-2553
29909290,1873-4596
37584737,1573-6881
33186383,1932-6203
11212254,0008-5472
16735725,1350-0872
19051068,1559-131X
23990800,1553-7404
27055777,1095-9157
34462374,1881-6096
32552242,1757-6334
33268769,2041-4889
15271983,0021-9258
16904200,0166-6851
10747025,0261-4189
30893500,1365-313X
19050043,0021-9533
16543222,0890-9369
35074436,1873-3476
26440887,2211-1247
30125603,1873-2399
36244455,1083-351X
31767632,1098-5549
20176937,1091-6490
17627597,0929-8665
31969431,1098-5514
29146182,1090-2104
24681881,1745-7270
12212362,0043-5325
31881804,1422-0067
24531228,1768-3254
30051904,1699-5848
38050996,1520-5126
11733059,0092-8674
12690449,0949-944X
16774786,0147-619X
17415608,0022-2631
34535070,1471-2229
38007529,2041-4889
15978587,0014-5793
32912818,2452-3186
28401997,1872-8081
33376205,1091-6490
35339771,1873-3344
21152271,1090-0535
29883518,1521-4141
25043721,1098-1136
16595893,0918-6158
12024821,0026-3656
20442701,1476-4679
15863515,1040-4651
31213543,1091-6490
17516588,1075-2617
32914363,1573-2576
28578214,1879-1514
10648015,0315-162X
23613991,1932-6203
31900122,1471-2105
22669941,1083-351X
19745823,1750-2799
22019514,1557-3265
11102752,0945-053X
36683462,1750-192X
34492084,1553-7374
15843890,1360-8185
22514352,1098-5514
36983043,1422-0067
27830755,2045-2322
38428229,1873-4200
19339246,0021-9258
23527545,1470-8728
35495120,2001-0370
31359032,1876-4479
18724815,1557-8348
19383144,1471-2164
10746632,0013-7227
26022918,1476-4679
11893033,1541-2016
29743537,2045-2322
38181320,2332-7812
17230527,0020-7136
11862549,0949-8257
22922713,1476-4679
25314012,1366-5928
23029180,1932-6203
32086380,1083-351X
26295479,1538-0254
28391052,1878-7568
10704169,1524-4539
25139263,1439-7641
24102925,1439-0531
21045128,1091-6490
30122535,1097-4164
18311902,1535-3893
29192759,1948-7193
35710020,1873-2968
27079099,1001-5515
17288538,1470-8728
18295879,0142-9612
17333237,0009-5915
12594854,0014-2980
26207422,1600-0854
12183238,0066-4804
20523034,1422-6421
27477077,1365-2443
12842101,0003-2697
17207874,0168-0102
22570473,1083-351X
15997336,0033-183X
22342275,1096-0341
28373061,1872-7492
21094206,1872-8057
26271969,1007-8738
17956726,0092-8674
31009752,1752-9867
23209434,1553-7404
20005136,1097-4180
36215462,1091-6490
30131337,1083-351X
24632303,1873-3913
35089707,1944-8252
24919810,1502-7708
19435822,1541-7786
33144545,1738-8872
11500496,0021-9258
17121673,1741-7007
35797840,1879-1506
12890751,0021-9533
22388670,1538-9235
28935535,1873-1597
20495360,1933-6969
11535597,0021-9258
32994342,1091-6490
28893947,1477-9129
24462389,1878-1705
27864057,1879-0003
24174283,1098-1063
25159196,2041-1723
19186150,1542-0086
36895982,2156-6976
24312567,1932-6203
25628328,1460-2431
25288091,1098-6596
15918877,0960-7412
27694961,1546-1718
20457751,1362-4962
30944221,1091-6490
37710015,1545-9985
23918900,1532-2548
32243431,1932-6203
24367683,1932-6203
23255147,1549-4918
20939063,1523-4681
23401653,1090-0535
17472930,0962-8436
20159555,1097-4164
31009206,1520-4995
33335246,2045-2322
34504848,2296-858X
34348895,2375-2548
24835792,1940-087X
28411223,1098-5336
11877302,0006-4971
26724470,1932-846X
12051945,0022-2836
31614076,1521-6551
20150587,1552-454X
15840639,1531-2267
21150274,1551-4005
24939037,2041-1723
25800837,1940-6029
33442269,1178-6930
15772070,0021-9258
19688630,1538-2443
22399666,1477-9145
23979131,1083-351X
33413545,1474-760X
25308080,1879-0445
26266889,1533-404X
33183172,1538-0254
37014914,1545-7885
11848621,0091-7370
17277171,1535-9778
27875982,1471-2164
33932439,1542-0086
23475623,1076-836X
23792191,1878-3686
12501891,0914-9465
36589543,1663-4365
16055437,0021-9258
24019146,1535-9484
11371636,0027-8424
21832989,1740-634X
20811050,1552-5783
16371653,0021-9533
25857776,1557-7988
21179474,1932-6203
25717031,1949-2553
28572092,1535-9484
22903523,1095-9203
34990752,1872-7980
12210849,0360-4012
12604086,0028-3908
17512006,0022-2836
29124783,1096-8652
32441546,1477-2817
23667254,1083-351X
23190300,1520-6882
24830408,1932-6203
18175225,1537-3649
29217458,1872-7980
31719171,1937-9145
21965684,1083-351X
21298033,1932-6203
26379090,1096-0341
27159829,1097-0134
32585548,1873-7072
11015205,0006-2960
11753414,1097-6256
24495352,1742-2094
36727849,2050-084X
16243539,1046-5928
32737313,2041-1723
14627714,0021-9258
23794378,1097-0134
10997589,0301-4681
16511330,1744-3091
33218358,1756-9966
35997311,1549-7852
27328454,1879-0038
19954762,1873-3913
37116597,1879-3169
19530726,1520-5126
29437959,1098-5514
26919541,1873-3468
18985242,1477-9226
15870939,1021-335X
10828251,0022-1295
17671451,1465-7392
16954147,0021-9533
36200138,2051-817X
11102511,1059-1524
14643217,1047-8477
24988250,1526-4602
28390351,1089-7690
32651197,1754-8411
11139588,0021-9258
10902741,0955-3002
11739178,0006-4971
10864505,0022-2836
27453576,1537-6605
26323264,1791-2431
12369413,0022-0299
15474470,0006-291X
16617072,0006-3495
29157978,1549-9642
28584054,1083-351X
16510448,0021-9258
29442265,1438-7948
20800274,1878-5905
30952699,1083-351X
32089096,1937-3392
32506200,1573-7209
12887009,0145-479X
30698567,1997-7298
21217772,1476-5594
22114150,1522-1504
22751201,1548-7105
26209556,1096-0279
17021656,0939-4451
14988434,0888-8809
22216173,1932-6203
16980963,1097-6256
16724068,1476-4687
17954687,0066-4804
18784284,0032-0889
29731129,1097-6825
30251696,1879-260X
27467224,1554-8635
14692455,1535-3893
32822678,1879-0135
12604920,1536-4828
17894343,1097-0134
35737256,1573-501X
27031965,2041-4889
10893273,0021-9525
20382709,1525-2191
19488876,1064-3745
36252720,1095-9327
17989004,0962-8436
22335191,1476-5381
20833710,1083-351X
27183492,1873-2682
20332299,1940-6215
21169227,1541-6100
31620097,1664-302X
11493006,0022-2836
27813113,1097-0045
37365244,1476-5578
23296611,1940-6029
11959801,0007-1188
37662369,2692-8205
31583038,1942-0994
15702989,1398-9219
17631494,0021-9258
12474521,0025-0295
37806619,1638-6183
25182494,1098-5530
10617618,0021-9258
28769962,1664-462X
26585516,1471-2474
15386353,0020-7136
26722997,1873-2682
28674896,1940-6029
17537663,1286-4579
11123931,0006-2960
17005694,0022-538X
29691338,2150-7511
33086912,1532-4230
36370850,1083-351X
29704441,1097-0290
25297039,1998-3646
31748412,1083-351X
28694500,2045-2322
18476810,1470-8728
10699355,0887-2333
27354379,1540-8140
29447976,1872-7492
10986245,0021-9193
15204789,0895-8378
15502056,0003-2999
19509290,0021-9258
32365647,2073-4425
19876765,1573-4978
23039695,1751-8849
27598402,1365-313X
21898592,1523-4681
22442693,1932-6203
31036859,2041-1723
34051998,1873-4324
38560503,2352-3042
24235886,1537-744X
14687572,0022-2836
38557120,1098-5336
31909976,2161-5063
31441214,1469-3178
12777821,0907-4449
25654263,1520-4995
12395202,1617-4615
32363364,2047-4849
38340457,1873-3778
15997229,0007-1188
36995305,1538-0254
11577104,0021-9258
27863235,1097-4172
23221635,1362-4962
24289563,2476-762X
20620992,1932-7420
10970879,0890-9369
33049600,1873-3344
20180829,1471-4159
33149120,2041-1723
22561420,1473-5741
17436066,0145-479X
12393652,0006-4971
21417416,1520-6882
33737156,1542-0086
21746902,1091-6490
10652097,0950-382X
22216865,1557-8666
16437144,0887-6924
16307106,1474-905X
17108109,0008-5472
35378702,0306-0225
19816595,1932-6203
32798370,1875-5305
20103631,1538-7445
34714360,1420-9071
18000392,1554-8635
22593210,1939-4586
26820432,1872-7492
16061971,1064-3745
26256047,2045-2322
37417397,1479-6805
15657921,0893-6692
28778437,1872-8421
30772268,1873-2968
33528916,1582-4934
21738833,1949-1042
18317566,1076-1551
21224388,1083-351X
34830029,1422-0067
36070862,1520-5126
21742296,2210-741X
22457068,1362-4962
27031334,1932-6203
38523261,1741-7007
17684970,0040-3660
31543422,1097-4164
38052738,1573-7446
15134379,0378-6501
12737820,0969-2126
30224713,2045-2322
17996896,1089-8638
16824691,0306-9877
36405960,2235-2988
29497062,2045-2322
19525231,0021-9258
15367487,0964-6906
16594544,0932-0814
29022764,1502-7686
26950422,1558-8238
26196674,1932-6203
32459176,2050-084X
30763157,1522-1601
34982960,1097-4172
15506565,0171-9335
30431210,1365-313X
23907669,1573-6776
21576459,1091-6490
26864484,1696-3547
15545630,0890-9369
23660521,1879-1026
32174062,1598-6357
36561120,2331-8325
10907752,0949-8257
24038904,1520-7560
30529564,1096-0341
23625399,1940-6029
18586854,1542-0086
27299916,1520-4804
26286754,1520-6033
27313210,1091-6490
27478928,1545-9985
28085542,1933-6969
31623147,2076-2607
17687397,1673-7067
14671305,1095-9203
18478141,1477-9226
21177492,1937-9145
25063543,1528-8447
30355695,1098-5514
31760463,1420-9071
34652079,1738-6756
27369080,1083-351X
25866077,1471-4159
18457414,1520-6882
18240569,0026-8984
11029759,0730-2312
20619636,1879-0852
25132456,1399-3054
23262522,1432-2013
33988978,2161-5063
20836067,1552-8618
33570456,2162-397X
28145059,1615-9861
17395634,0022-3751
29681526,2451-9448
11574182,0378-5122
38032054,1477-9137
19536208,1744-4292
11337499,0021-9258
22664871,1550-6606
23402817,1872-7980
11406663,0893-3952
20025973,1095-8657
31257502,1791-3004
20700909,1520-6882
11160924,1362-4962
18439900,1097-4164
27681631,1091-6490
28179137,1570-9639
20543124,1477-9145
27827461,2045-2322
24155395,1098-5514
20049710,1757-4684
17442963,0022-1767
25446713,1095-8541
19553203,1091-6490
19965653,1528-0020
19275891,1090-2104
30644929,2040-3372
28270578,2150-7511
25727005,1878-1551
12768328,0340-7004
15870630,0195-9131
19098127,1040-0605
12766998,0146-6615
28516119,2331-8325
22300851,1095-9203
35858343,1091-6490
38002956,2073-4425
21295862,1872-8421
17510347,1095-9203
34745032,1664-302X
15271795,0006-4971
29088765,1949-2553
32342261,1573-5079
38474077,1422-0067
20200272,1550-6606
37917328,1573-2576
20533365,1096-9861
16343965,1096-4959
21464128,1083-351X
28070896,1522-2683
15313606,0022-2836
20231277,1083-351X
28978643,1540-8140
25383620,1932-6203
26221773,1948-7193
32482863,1091-6490
27775710,1545-9985
15485826,0021-9258
10694497,0006-291X
37569773,1422-0067
35847588,1942-0994
22085437,1879-1107
28677268,2040-7947
19389504,1873-4456
26314073,1938-2936
15734733,0021-9258
25550387,1460-2709
26549107,1875-9777
30997496,1362-4962
32697211,2042-650X
34617179,1573-8221
24006057,1940-6029
33909709,1553-7374
27909924,1614-7499
11262622,0271-3683
16095610,0022-2836
22730323,1083-351X
32681823,1542-0086
18344975,1469-221X
15465859,0006-3495
15052687,1007-9327
17360709,0021-9258
29208244,1532-3102
36751943,1976-670X
25450833,1879-0003
35526995,0042-6857
10861548,0022-104X
31317928,0004-1955
30816099,2310-6972
33658475,1643-3750
20647418,1362-4962
15511532,0006-3002
20434959,1878-1551
20979531,2152-4998
22908909,1538-0254
28803010,1525-3198
37004621,1420-9071
15178577,0006-4971
30804394,2045-2322
16762313,0003-9861
29684717,1873-2682
14637001,0378-1119
37386392,1471-2369
16943288,0022-538X
21515261,1090-2430
16081421,0021-9258
11583581,0264-6021
26334218,1520-4812
29603082,1573-5079
19300516,1553-7374
31707207,1879-0240
18485601,0304-4017
29729323,1095-8657
16809778,0270-7306
27245480,1860-7187
19913037,1089-8638
35115364,2051-1426
11289597,0032-0935
27922015,2058-5276
26840715,1414-431X
19116364,1525-2191
28548847,1549-9626
23129621,1091-6490
20020338,1476-3524
17400743,0021-9193
15664519,1074-5521
30608981,1553-7374
29044157,2045-2322
16932148,0959-4965
37421775,1878-1705
18228325,1934-2616
35009448,1996-1944
31900341,1550-6606
22061660,1873-6971
15655373,1551-4005
35550776,1879-1344
11254090,0018-2214
18485072,1365-2958
26258638,1545-9985
24311577,1399-0047
27166312,1758-1001
16684814,0021-9533
37401053,1542-0086
22740306,1097-0215
12790654,8756-7938
21672625,1873-1708
30133049,1521-3765
12754495,1072-8368
22102024,1744-3091
24400740,1535-3907
19523964,1879-0631
30764676,1465-3478
16355229,1476-4687
19038366,1567-5769
11591726,0021-9258
10873393,1096-7192
30633969,1873-4596
17259369,1939-327X
28759653,1932-6203
29089381,1469-9001
24308196,1469-0667
10811226,0028-0836
18410482,1365-313X
24981012,1095-953X
22060242,1470-8728
11252555,1520-541X
10756046,0022-538X
22624005,1932-6203
29846116,1522-1466
21127074,1083-351X
31447390,1097-4164
34567029,1664-462X
37169165,1873-7544
11709497,1530-6860
14532005,0092-8674
20462954,1939-4586
21115849,1939-4586
15019774,0022-2836
21915610,1432-0614
26365187,2211-1247
15107821,0950-9232
31118272,1083-351X
32585445,1879-1506
37359388,1574-1443
26348410,2045-2322
24420770,1540-7748
16003501,0009-5915
18191222,0092-8674
30734595,1475-6374
21825151,1091-6490
26459896,1098-6596
28426652,1553-7358
27050922,2045-2322
28666081,2326-5205
23654266,2161-5063
14988733,0261-4189
34785774,1476-5594
35398679,1873-7072
24724905,1526-4602
28801675,2045-2322
15511641,0925-4773
22144090,1099-0844
20156740,0949-2321
25866185,1090-2104
15788656,1078-0432
11131133,0302-766X
37027006,1540-8140
19681044,1097-4644
22810209,1362-4962
24548696,1879-3150
38348636,1471-4159
20508821,1110-7251
31188077,1557-8542
37282730,1532-298X
17033778,0175-7571
35935479,2296-4185
22021035,1083-351X
22210351,1089-8638
28416631,1549-5485
17066382,0173-0835
35231444,1083-351X
19348770,1542-0086
32725894,1460-9568
12832510,1529-2401
15249669,0027-8424
18829459,0021-9258
26539875,2310-6972
22056803,1545-9985
20953894,1476-5535
28167615,1754-8411
34012450,1664-3224
29596838,1090-2104
24798214,1098-2744
32226846,2470-1343
22539002,1476-5403
16790494,1059-1524
38340657,1090-2104
36951109,1362-4962
32890932,1873-4235
17425806,1471-2091
15315757,0092-8674
30730994,1553-7374
25880340,2041-1723
11964397,0021-9258
30709620,1542-0086
23894141,1537-1719
14705946,0006-2960
25361078,1476-5403
28665257,1937-2345
35348472,1479-6821
15178134,0047-6374
20110350,1939-4586
31083332,2073-4409
29663609,1521-3773
16517605,0021-9258
28502395,1879-0070
30335984,1520-4995
24043828,1091-6490
20174608,1553-7374
25149146,1617-4623
21187059,1096-0384
34506758,1096-0384
10637315,1059-1524
17876762,1096-987X
11382757,0021-9258
12297048,0092-8674
18394334,1007-8738
28175946,1432-0614
28245601,1422-0067
27790410,2235-2988
19900557,1095-9327
18029182,1879-3088
14636243,0818-9641
21467157,1531-2267
26405199,1362-4962
27016071,1873-4596
11948368,0364-2313
20230852,1879-0089
22193925,1432-184X
26429367,2241-5955
27683155,2046-2441
16945942,0958-0670
24177169,1879-0542
25664723,1545-9985
17584174,0929-8665
32053631,1932-6203
26577602,2045-2322
20646004,1365-2249
12505727,0022-1759
17413001,1530-6860
12198141,0261-4189
19664715,1096-0279
11581577,0968-0519
15199141,0270-7306
29550075,1525-0024
10702236,0021-9258
31180367,1940-087X
11825896,0021-9258
19837061,1096-0945
16894199,0022-1317
22349816,1476-5594
22451672,1083-351X
26942675,1097-4164
34237299,1090-2422
24954857,1878-0261
27023752,1940-087X
28380278,1365-313X
16611746,1059-1524
28569781,2041-4889
35328473,1422-0067
10968790,0036-8075
19805578,1530-6860
20462962,1528-0020
31061501,2041-1723
10975521,0092-8674
34800719,1872-7077
19230635,1618-0623
17185228,1074-5521
11222368,0006-4971
26209624,1550-6606
35398096,1083-351X
26259239,1949-2553
31047140,1873-4324
21481453,1878-5905
30253124,1872-6240
27779472,1899-1505
23378536,1083-351X
24210122,1096-0341
27633952,2045-2322
12609751,0167-0115
23149939,1098-5549
30063825,1520-4812
18022826,1098-2795
28941246,1521-3773
19759010,1083-351X
27974378,1469-3178
17927210,0006-2960
12871950,0021-9258
34181732,1362-4962
32058289,1873-264X
21070093,2000-1967
15546872,0021-9258
24644279,1083-351X
21998569,1553-7358
18406623,1096-0023
15166949,0957-5235
16037825,1350-9047
29336483,1097-4652
15161909,0021-9258
17332746,0261-4189
